rows,words
"[0.0, 0.0, 0.33695652173913043, 0.021739130434782608, 0.32608695652173914, 0.0, 0.0, 0.33695652173913043, 0.010869565217391304, 0.31521739130434784, 0.0, 0.0, 0.0, 0.0, 0.16304347826086957, 0.0, 0.0, 0.010869565217391304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.010869565217391304, 0.0, 0.0, 0.17391304347826086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010869565217391304, 0.0, 0.0, 0.33695652173913043, 0.0, 0.0, 0.0, 0.05434782608695652, 0.010869565217391304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010869565217391304, 0.07608695652173914, 0.0, 0.021739130434782608, 0.0, 0.010869565217391304, 0.0, 0.0, 0.16304347826086957, 0.34782608695652173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32608695652173914, 0.31521739130434784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.16304347826086957, 0.03260869565217391, 0.0, 0.0, 0.0, 0.010869565217391304, 0.0, 0.06521739130434782, 0.03260869565217391, 0.0, 0.021739130434782608, 0.0, 0.010869565217391304, 0.0, 0.0, 0.05434782608695652, 0.021739130434782608, 0.0, 0.0, 0.05434782608695652, 0.0, 0.0, 0.6630434782608695, 0.0, 0.0, 0.010869565217391304, 0.16304347826086957, 0.08695652173913043, 0.16304347826086957, 0.0, 0.6956521739130435, 0.0, 0.358695652173913, 0.33695652173913043, 0.31521739130434784, 0.0, 0.0, 0.0, 0.16304347826086957, 0.31521739130434784, 0.010869565217391304, 0.0, 0.021739130434782608, 0.0, 0.010869565217391304, 0.34782608695652173, 0.0, 0.0, 0.03260869565217391, 0.6630434782608695, 0.0, 0.0, 0.6630434782608695, 0.0, 0.16304347826086957, 0.33695652173913043, 0.06521739130434782, 0.0, 0.34782608695652173, 0.010869565217391304, 0.010869565217391304, 0.010869565217391304, 0.08695652173913043, 0.4782608695652174, 0.05434782608695652, 0.3804347826086957, 0.17391304347826086, 0.010869565217391304, 0.6847826086956522, 0.8043478260869565, 0.3695652173913043, 0.0, 0.0, 0.010869565217391304, 0.8043478260869565, 0.9891304347826086, 0.7934782608695652, 0.967391304347826]",3
"[0.013888888888888888, 0.0, 0.06944444444444445, 0.0, 0.06944444444444445, 0.1111111111111111, 0.0, 0.06944444444444445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.06944444444444445, 0.0, 0.08333333333333333, 0.013888888888888888, 0.0, 0.0, 0.027777777777777776, 0.0, 0.0, 0.013888888888888888, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.013888888888888888, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 0.06944444444444445, 0.0, 0.0, 0.125, 0.013888888888888888, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.9166666666666666, 0.08333333333333333, 0.013888888888888888, 0.0, 0.875, 0.0, 0.0, 0.1111111111111111, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0, 0.0, 0.19444444444444445, 0.0, 0.25, 0.1388888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.013888888888888888, 0.027777777777777776, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0, 0.3055555555555556, 0.4722222222222222, 0.0, 0.1111111111111111, 0.4722222222222222, 0.0, 0.06944444444444445, 0.05555555555555555, 0.0, 0.6388888888888888, 0.013888888888888888, 0.2361111111111111, 0.0, 0.013888888888888888, 0.0, 0.013888888888888888, 0.06944444444444445, 0.041666666666666664, 0.0, 0.09722222222222222, 0.06944444444444445, 0.09722222222222222, 0.0, 0.0, 0.0, 0.06944444444444445, 0.8888888888888888, 0.9444444444444444, 0.9027777777777778]",praying
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036585365853658534, 0.0, 0.024390243902439025, 0.0, 0.0, 0.012195121951219513, 0.012195121951219513, 0.0, 0.0, 0.0, 0.0, 0.36585365853658536, 0.06097560975609756, 0.06097560975609756, 0.0, 0.0, 0.35365853658536583, 0.10975609756097561, 0.0, 0.0, 0.10975609756097561, 0.0, 0.06097560975609756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2926829268292683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10975609756097561, 0.0, 0.036585365853658534, 0.0, 0.25609756097560976, 0.0, 0.0, 0.0, 0.012195121951219513, 0.06097560975609756, 0.0, 0.10975609756097561, 0.0, 0.2926829268292683, 0.2926829268292683, 0.0, 0.0, 0.04878048780487805, 0.2926829268292683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06097560975609756, 0.0, 0.0, 1.0, 0.0, 0.06097560975609756, 0.0, 0.024390243902439025, 0.024390243902439025, 0.0, 0.0, 0.06097560975609756, 0.04878048780487805, 0.012195121951219513, 0.036585365853658534, 0.012195121951219513, 0.0, 0.0, 0.0, 0.024390243902439025, 0.0, 0.0, 0.07317073170731707, 0.0, 0.0, 0.0, 0.0, 0.3048780487804878, 0.07317073170731707, 0.0, 0.06097560975609756, 0.04878048780487805, 0.0, 0.2804878048780488, 0.0, 0.07317073170731707, 0.036585365853658534, 0.06097560975609756, 0.036585365853658534, 0.012195121951219513, 0.4024390243902439, 0.024390243902439025, 0.0, 0.0, 0.06097560975609756, 0.36585365853658536, 0.15853658536585366, 0.0, 0.0, 0.2073170731707317, 0.0975609756097561, 0.4146341463414634, 0.08536585365853659, 0.0, 0.13414634146341464, 0.024390243902439025, 0.024390243902439025, 0.0, 0.21951219512195122, 0.024390243902439025, 0.0, 0.0, 0.04878048780487805, 0.23170731707317074, 0.0, 0.0, 0.0, 0.08536585365853659, 0.32926829268292684, 0.0, 0.10975609756097561, 0.0, 0.34146341463414637, 0.47560975609756095, 0.0, 0.10975609756097561, 0.012195121951219513, 0.07317073170731707, 0.07317073170731707, 0.47560975609756095, 0.10975609756097561, 0.7195121951219512, 0.9024390243902439, 0.7439024390243902]",temple
"[0.0, 0.0, 0.011363636363636364, 0.011363636363636364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03409090909090909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13636363636363635, 0.0, 0.022727272727272728, 0.10227272727272728, 0.2159090909090909, 0.0, 0.056818181818181816, 0.0, 0.011363636363636364, 0.056818181818181816, 0.011363636363636364, 0.011363636363636364, 0.0, 0.011363636363636364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011363636363636364, 0.0, 0.0, 0.03409090909090909, 0.0, 0.2159090909090909, 0.0, 0.011363636363636364, 0.011363636363636364, 0.0, 0.011363636363636364, 0.0, 0.0, 0.0, 0.022727272727272728, 0.011363636363636364, 0.011363636363636364, 0.0, 0.0, 0.13636363636363635, 0.0, 0.011363636363636364, 0.0, 0.25, 0.045454545454545456, 0.13636363636363635, 0.0, 1.0, 0.13636363636363635, 0.0, 0.011363636363636364, 0.06818181818181818, 0.0, 0.0, 0.10227272727272728, 0.0, 0.0, 0.0, 0.0, 0.056818181818181816, 0.022727272727272728, 0.0, 0.0, 0.0, 0.011363636363636364, 0.0, 0.011363636363636364, 0.03409090909090909, 0.0, 0.011363636363636364, 0.022727272727272728, 0.0, 0.0, 0.0, 0.23863636363636365, 0.011363636363636364, 0.03409090909090909, 0.0, 0.045454545454545456, 0.0, 0.0, 0.0, 0.011363636363636364, 0.0, 0.0, 0.03409090909090909, 0.011363636363636364, 0.0, 0.0, 0.0, 0.022727272727272728, 0.011363636363636364, 0.022727272727272728, 0.0, 0.0, 0.0, 0.022727272727272728, 0.0, 0.03409090909090909, 0.10227272727272728, 0.0, 0.0, 0.3409090909090909, 0.0, 0.22727272727272727, 0.011363636363636364, 0.011363636363636364, 0.056818181818181816, 0.056818181818181816, 0.07954545454545454, 0.03409090909090909, 0.22727272727272727, 0.0, 0.011363636363636364, 0.0, 0.13636363636363635, 0.3977272727272727, 0.011363636363636364, 0.0, 0.022727272727272728, 0.19318181818181818, 0.3409090909090909, 0.32954545454545453, 0.07954545454545454, 0.13636363636363635, 0.011363636363636364, 0.022727272727272728, 0.0, 0.011363636363636364, 0.19318181818181818, 0.0, 0.0, 0.0, 0.11363636363636363, 0.22727272727272727, 0.03409090909090909, 0.022727272727272728, 0.011363636363636364, 0.03409090909090909, 0.022727272727272728, 0.07954545454545454, 0.11363636363636363, 0.0, 0.011363636363636364, 0.07954545454545454, 0.011363636363636364, 0.06818181818181818, 0.03409090909090909, 0.06818181818181818, 0.06818181818181818, 0.07954545454545454, 0.06818181818181818, 0.6704545454545454, 0.6477272727272727, 0.6022727272727273]",least
"[0.0, 0.05714285714285714, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22857142857142856, 0.02857142857142857, 0.0, 0.02857142857142857, 0.014285714285714285, 0.0, 0.0, 0.0, 0.08571428571428572, 0.0, 0.0, 0.04285714285714286, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0, 0.014285714285714285, 1.0, 0.1, 0.0, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17142857142857143, 0.17142857142857143, 0.0, 0.0, 0.014285714285714285, 0.14285714285714285, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17142857142857143, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.05714285714285714, 0.2, 0.0, 0.11428571428571428, 0.0, 0.0, 0.014285714285714285, 0.0, 0.22857142857142856, 0.0, 0.014285714285714285, 0.0, 0.0, 0.11428571428571428, 0.02857142857142857, 0.0, 0.0, 0.11428571428571428, 0.0, 0.0, 0.15714285714285714, 0.0, 0.0, 0.17142857142857143, 0.0, 0.1, 0.0, 0.02857142857142857, 0.0, 0.014285714285714285, 0.0, 0.014285714285714285, 0.0, 0.17142857142857143, 0.014285714285714285, 0.0, 0.0, 0.04285714285714286, 0.12857142857142856, 0.014285714285714285, 0.0, 0.21428571428571427, 0.11428571428571428, 0.2714285714285714, 0.014285714285714285, 0.07142857142857142, 0.07142857142857142, 0.18571428571428572, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.1, 0.0, 0.02857142857142857, 0.014285714285714285, 0.0, 0.014285714285714285, 0.4714285714285714, 0.0, 0.3142857142857143, 0.1, 0.0, 0.05714285714285714, 0.1, 0.0, 0.0, 0.1, 0.05714285714285714, 0.9571428571428572, 0.5285714285714286, 0.5714285714285714]",first
"[0.0, 0.034482758620689655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16091954022988506, 0.011494252873563218, 0.0, 0.0, 0.011494252873563218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011494252873563218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5977011494252874, 0.0, 0.5977011494252874, 0.5977011494252874, 0.0, 0.5977011494252874, 0.13793103448275862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16091954022988506, 0.0, 0.5977011494252874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5977011494252874, 0.0, 0.0, 0.0, 0.022988505747126436, 0.034482758620689655, 0.0, 0.0, 0.5977011494252874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6436781609195402, 0.0, 0.0, 0.5977011494252874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.034482758620689655, 0.5977011494252874, 0.0, 0.0, 0.0, 0.0, 0.5977011494252874, 0.5977011494252874, 0.034482758620689655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5977011494252874, 0.011494252873563218, 0.0, 0.011494252873563218, 0.0, 0.0, 0.0, 0.022988505747126436, 0.0, 0.0, 0.011494252873563218, 0.5977011494252874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5977011494252874, 0.0, 0.04597701149425287, 0.16091954022988506, 0.0, 0.0, 0.0, 0.0, 0.5977011494252874, 0.0, 0.011494252873563218, 0.5977011494252874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5977011494252874, 0.0, 0.0, 0.034482758620689655, 0.7931034482758621, 0.0, 0.0, 0.632183908045977, 0.0, 0.022988505747126436, 0.0, 0.06896551724137931, 0.034482758620689655, 0.632183908045977, 0.022988505747126436, 0.3218390804597701, 0.8390804597701149, 0.04597701149425287]",events
"[0.0784313725490196, 0.0, 0.0, 0.09803921568627451, 0.00980392156862745, 0.0, 0.00980392156862745, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00980392156862745, 0.47058823529411764, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.47058823529411764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00980392156862745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47058823529411764, 0.0, 0.47058823529411764, 0.0, 0.0, 0.30392156862745096, 0.0, 0.0, 0.0, 0.0, 0.47058823529411764, 0.0, 0.00980392156862745, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0196078431372549, 0.4803921568627451, 0.3235294117647059, 0.0, 0.0, 0.47058823529411764, 0.0784313725490196, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3431372549019608, 0.0, 0.0, 0.0, 1.0, 0.00980392156862745, 0.0196078431372549, 0.0, 0.0196078431372549, 0.47058823529411764, 0.0, 0.0, 0.00980392156862745, 0.0, 0.0, 0.0, 0.0, 0.49019607843137253, 0.0, 0.0, 0.0, 0.0784313725490196, 0.00980392156862745, 0.0, 0.0, 0.0, 0.4215686274509804, 0.0392156862745098, 0.0, 0.0, 0.0, 0.00980392156862745, 0.0, 0.00980392156862745, 0.00980392156862745, 0.00980392156862745, 0.30392156862745096, 0.0, 0.7941176470588235, 0.0, 0.0784313725490196, 0.47058823529411764, 0.0, 0.00980392156862745, 0.0, 0.3431372549019608, 0.0, 0.47058823529411764, 0.0392156862745098, 0.0, 0.0, 0.0, 0.00980392156862745, 0.0, 0.8823529411764706, 0.0, 0.5392156862745098, 0.0, 0.0, 0.0392156862745098, 0.0196078431372549, 0.0196078431372549, 0.8333333333333334, 0.7745098039215687, 0.0392156862745098, 0.00980392156862745, 0.9019607843137255, 0.0196078431372549, 0.00980392156862745, 0.38235294117647056, 0.0196078431372549, 0.00980392156862745, 0.029411764705882353, 0.0196078431372549, 0.4019607843137255, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353]",said
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036585365853658534, 0.0, 0.024390243902439025, 0.0, 0.0, 0.012195121951219513, 0.012195121951219513, 0.0, 0.0, 0.0, 0.0, 0.36585365853658536, 0.06097560975609756, 0.06097560975609756, 0.0, 0.0, 0.35365853658536583, 0.10975609756097561, 0.0, 0.0, 0.10975609756097561, 0.0, 0.06097560975609756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2926829268292683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10975609756097561, 0.0, 0.036585365853658534, 0.0, 0.25609756097560976, 0.0, 0.0, 0.0, 0.012195121951219513, 0.06097560975609756, 0.0, 0.10975609756097561, 0.0, 0.2926829268292683, 0.2926829268292683, 0.0, 0.0, 0.04878048780487805, 0.2926829268292683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06097560975609756, 0.0, 0.0, 1.0, 0.0, 0.06097560975609756, 0.0, 0.024390243902439025, 0.024390243902439025, 0.0, 0.0, 0.06097560975609756, 0.04878048780487805, 0.012195121951219513, 0.036585365853658534, 0.012195121951219513, 0.0, 0.0, 0.0, 0.024390243902439025, 0.0, 0.0, 0.07317073170731707, 0.0, 0.0, 0.0, 0.0, 0.3048780487804878, 0.07317073170731707, 0.0, 0.06097560975609756, 0.04878048780487805, 0.0, 0.2804878048780488, 0.0, 0.07317073170731707, 0.036585365853658534, 0.06097560975609756, 0.036585365853658534, 0.012195121951219513, 0.4024390243902439, 0.024390243902439025, 0.0, 0.0, 0.06097560975609756, 0.36585365853658536, 0.15853658536585366, 0.0, 0.0, 0.2073170731707317, 0.0975609756097561, 0.4146341463414634, 0.08536585365853659, 0.0, 0.13414634146341464, 0.024390243902439025, 0.024390243902439025, 0.0, 0.21951219512195122, 0.024390243902439025, 0.0, 0.0, 0.04878048780487805, 0.23170731707317074, 0.0, 0.0, 0.0, 0.08536585365853659, 0.32926829268292684, 0.0, 0.10975609756097561, 0.0, 0.34146341463414637, 0.47560975609756095, 0.0, 0.10975609756097561, 0.012195121951219513, 0.07317073170731707, 0.07317073170731707, 0.47560975609756095, 0.10975609756097561, 0.7195121951219512, 0.9024390243902439, 0.7439024390243902]",horrific
"[0.0, 0.0, 0.012987012987012988, 0.0, 0.0, 0.0, 0.012987012987012988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012987012987012988, 0.6233766233766234, 0.0, 0.05194805194805195, 0.0, 0.0, 0.0, 0.6233766233766234, 0.012987012987012988, 0.012987012987012988, 0.0, 0.0, 0.2727272727272727, 0.012987012987012988, 0.0, 0.2727272727272727, 0.0, 0.0, 0.0, 0.0, 0.03896103896103896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6233766233766234, 0.0, 0.6233766233766234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6233766233766234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.012987012987012988, 0.0, 0.6233766233766234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2727272727272727, 0.0, 0.0, 0.2727272727272727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025974025974025976, 0.0, 0.6363636363636364, 0.012987012987012988, 0.012987012987012988, 0.0, 0.03896103896103896, 0.6623376623376623, 0.0, 0.0, 0.0, 0.0, 0.012987012987012988, 0.0, 0.0, 0.6233766233766234, 0.03896103896103896, 0.0, 0.0, 0.0, 0.012987012987012988, 0.0, 0.0, 0.012987012987012988, 0.0, 0.0, 0.03896103896103896, 0.0, 0.0, 0.012987012987012988, 0.0, 0.012987012987012988, 0.012987012987012988, 0.0, 0.0, 0.0, 0.6233766233766234, 0.0, 0.0, 0.8961038961038961, 0.0, 0.0, 0.0, 0.06493506493506493, 0.0, 0.6233766233766234, 0.0, 0.0, 0.0, 0.03896103896103896, 0.05194805194805195, 0.0, 0.6233766233766234, 0.0, 0.6363636363636364, 0.03896103896103896, 0.0, 0.0, 0.2727272727272727, 0.0, 0.6233766233766234, 0.6233766233766234, 0.03896103896103896, 0.2727272727272727, 0.8961038961038961, 0.03896103896103896, 0.2727272727272727, 0.0, 0.2727272727272727, 0.0, 0.0, 0.03896103896103896, 0.0, 0.961038961038961, 0.961038961038961, 0.6883116883116883]",love
"[0.0, 0.0, 0.05555555555555555, 0.0, 0.05555555555555555, 0.0, 0.0, 0.05555555555555555, 0.0, 0.0, 0.022222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011111111111111112, 0.022222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5777777777777777, 0.0, 0.5777777777777777, 0.5777777777777777, 0.0, 0.5777777777777777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05555555555555555, 0.16666666666666666, 0.0, 0.0, 0.0, 0.03333333333333333, 0.0, 0.0, 0.14444444444444443, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.0, 0.0, 0.5777777777777777, 0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.0, 0.022222222222222223, 0.5777777777777777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5777777777777777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5777777777777777, 0.0, 0.0, 0.5777777777777777, 0.011111111111111112, 0.06666666666666667, 0.0, 0.0, 0.022222222222222223, 0.022222222222222223, 0.5777777777777777, 0.0, 0.17777777777777778, 0.0, 1.0, 0.011111111111111112, 0.0, 0.17777777777777778, 0.0, 0.5777777777777777, 0.5777777777777777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.13333333333333333, 0.0, 0.5777777777777777, 0.011111111111111112, 0.0, 0.0, 0.0, 0.0, 0.05555555555555555, 0.0, 0.06666666666666667, 0.06666666666666667, 0.0, 0.5777777777777777, 0.0, 0.022222222222222223, 0.0, 0.0, 0.022222222222222223, 0.022222222222222223, 0.5888888888888889, 0.17777777777777778, 0.03333333333333333, 0.011111111111111112, 0.0, 0.18888888888888888, 0.14444444444444443, 0.08888888888888889, 0.5777777777777777, 0.0, 0.05555555555555555, 0.5777777777777777, 0.0, 0.05555555555555555, 0.06666666666666667, 0.0, 0.1, 0.0, 0.5777777777777777, 0.0, 0.0, 0.0, 0.6111111111111112, 0.05555555555555555, 0.022222222222222223, 0.6111111111111112, 0.08888888888888889, 0.08888888888888889, 0.15555555555555556, 0.022222222222222223, 0.022222222222222223, 0.6111111111111112, 0.08888888888888889, 0.3888888888888889, 0.9666666666666667, 0.3888888888888889]",scene
"[0.014925373134328358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014925373134328358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22388059701492538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22388059701492538, 0.0, 0.0, 0.0, 0.0, 0.014925373134328358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014925373134328358, 0.0, 0.014925373134328358, 0.0, 0.6865671641791045, 0.0, 0.014925373134328358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014925373134328358, 0.0, 0.014925373134328358, 0.0, 0.0, 1.0, 0.0, 0.0, 0.029850746268656716, 0.014925373134328358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014925373134328358, 0.0, 0.014925373134328358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014925373134328358, 0.0, 0.0, 0.0, 0.22388059701492538, 0.0, 0.9402985074626866, 0.0, 0.0, 0.0, 0.4925373134328358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014925373134328358, 0.0, 0.07462686567164178, 0.0, 0.014925373134328358, 0.19402985074626866, 0.0, 0.0, 0.19402985074626866, 0.014925373134328358, 0.0, 0.9402985074626866, 0.0, 0.22388059701492538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014925373134328358, 0.0, 0.4626865671641791, 0.0, 0.9402985074626866, 0.0, 0.0, 0.19402985074626866, 0.0, 0.04477611940298507, 0.0, 0.4626865671641791, 0.0, 0.0, 0.014925373134328358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9402985074626866, 0.0, 0.029850746268656716, 0.014925373134328358, 0.014925373134328358, 0.029850746268656716, 0.0, 0.0, 0.5074626865671642, 0.8805970149253731, 0.029850746268656716, 0.0, 0.9552238805970149, 0.014925373134328358, 0.014925373134328358, 0.8805970149253731, 0.0, 0.014925373134328358, 0.014925373134328358, 0.0, 0.8805970149253731, 0.9552238805970149, 0.7313432835820896, 0.9850746268656716]",amp
