index_count,rows,words
180,"[0.45, 0.45555555555555555, 0.03888888888888889, 0.03333333333333333, 0.005555555555555556, 0.011111111111111112, 0.0, 0.2722222222222222, 0.16666666666666666, 0.06111111111111111, 0.022222222222222223, 0.03333333333333333, 0.20555555555555555, 0.0, 0.07222222222222222, 0.0, 0.016666666666666666, 0.08888888888888889, 0.0, 0.0, 0.08888888888888889, 0.07777777777777778, 0.0, 0.03333333333333333, 0.0, 0.0, 0.05555555555555555, 0.8833333333333333, 0.3333333333333333, 0.36666666666666664, 0.0, 0.1, 0.5222222222222223, 0.0, 0.044444444444444446, 0.0, 0.016666666666666666, 0.2388888888888889, 0.12777777777777777, 0.0, 0.07777777777777778, 0.0, 0.011111111111111112, 0.03333333333333333, 0.2777777777777778, 0.2222222222222222, 0.1111111111111111, 0.29444444444444445, 0.011111111111111112, 0.08333333333333333, 0.24444444444444444, 0.7333333333333333, 0.5722222222222222, 0.25, 0.1, 0.0, 0.011111111111111112, 0.45555555555555555, 0.0, 0.016666666666666666, 0.8444444444444444, 0.16111111111111112, 1.0, 0.005555555555555556, 0.03333333333333333, 0.0, 0.09444444444444444, 0.16666666666666666, 0.05, 0.25, 0.005555555555555556, 0.044444444444444446, 0.0, 0.011111111111111112, 0.37222222222222223, 0.06111111111111111, 0.06111111111111111, 0.0, 0.0, 0.06666666666666667]",must
122,"[0.11475409836065574, 0.11475409836065574, 0.01639344262295082, 0.09836065573770492, 0.00819672131147541, 0.0, 0.0, 0.0, 0.0, 0.01639344262295082, 0.0, 0.02459016393442623, 0.10655737704918032, 0.09836065573770492, 0.0, 1.0, 0.0, 0.0, 0.8442622950819673, 0.09836065573770492, 0.0, 0.0, 0.8442622950819673, 0.00819672131147541, 0.8442622950819673, 0.8688524590163934, 0.0, 0.8770491803278688, 0.0, 0.09836065573770492, 0.0, 0.00819672131147541, 0.860655737704918, 0.8442622950819673, 0.0, 0.0, 0.0, 0.0, 0.01639344262295082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00819672131147541, 0.00819672131147541, 0.8442622950819673, 0.8524590163934426, 0.0, 0.8688524590163934, 0.8442622950819673, 0.9672131147540983, 0.0, 0.0, 0.00819672131147541, 0.8524590163934426, 0.8688524590163934, 0.0, 0.8688524590163934, 0.0, 0.9754098360655737, 0.00819672131147541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9426229508196722, 0.00819672131147541, 0.00819672131147541, 0.0, 0.0, 0.0, 0.0, 0.00819672131147541, 0.0, 0.8934426229508197, 0.09836065573770492, 0.00819672131147541]",god
79,"[0.12658227848101267, 0.16455696202531644, 0.1518987341772152, 0.012658227848101266, 0.0379746835443038, 0.0, 0.0, 0.08860759493670886, 0.1518987341772152, 0.4430379746835443, 0.0, 0.012658227848101266, 0.0, 0.0, 0.13924050632911392, 0.0, 0.0, 0.13924050632911392, 0.0, 0.0, 0.13924050632911392, 0.3924050632911392, 0.0, 0.012658227848101266, 0.0, 0.0, 0.0, 0.7341772151898734, 0.02531645569620253, 0.012658227848101266, 0.16455696202531644, 0.0759493670886076, 0.06329113924050633, 0.0, 0.0, 0.02531645569620253, 0.02531645569620253, 0.02531645569620253, 0.012658227848101266, 0.0, 0.4050632911392405, 0.0379746835443038, 0.02531645569620253, 0.3924050632911392, 0.05063291139240506, 0.0759493670886076, 0.012658227848101266, 0.08860759493670886, 0.10126582278481013, 0.0, 0.06329113924050633, 0.3924050632911392, 0.06329113924050633, 0.02531645569620253, 0.06329113924050633, 0.0, 0.02531645569620253, 0.05063291139240506, 0.0, 0.0, 0.5189873417721519, 0.0, 0.0759493670886076, 0.02531645569620253, 1.0, 0.0, 0.0, 0.08860759493670886, 0.0759493670886076, 0.05063291139240506, 0.05063291139240506, 0.0, 0.0, 0.16455696202531644, 0.13924050632911392, 0.45569620253164556, 0.0379746835443038, 0.0, 0.02531645569620253, 0.0379746835443038]",news
148,"[0.18243243243243243, 0.1891891891891892, 0.42567567567567566, 0.0, 0.006756756756756757, 0.0, 0.0, 0.05405405405405406, 0.3108108108108108, 0.4594594594594595, 0.0, 0.02702702702702703, 0.1554054054054054, 0.0, 0.25, 0.0, 0.41216216216216217, 0.9932432432432432, 0.0, 0.0, 1.0, 0.05405405405405406, 0.006756756756756757, 0.1554054054054054, 0.0, 0.0, 0.05405405405405406, 0.9594594594594594, 0.006756756756756757, 0.0, 0.3918918918918919, 0.14864864864864866, 0.13513513513513514, 0.0, 0.0, 0.1554054054054054, 0.006756756756756757, 0.013513513513513514, 0.006756756756756757, 0.0, 0.05405405405405406, 0.3918918918918919, 0.0, 0.013513513513513514, 0.02027027027027027, 0.14189189189189189, 0.44594594594594594, 0.05405405405405406, 0.08108108108108109, 0.0, 0.02702702702702703, 0.44594594594594594, 0.14189189189189189, 0.12162162162162163, 0.14864864864864866, 0.006756756756756757, 0.13513513513513514, 0.02027027027027027, 0.0, 0.3918918918918919, 0.4527027027027027, 0.06756756756756757, 0.10810810810810811, 0.3918918918918919, 0.07432432432432433, 0.0, 0.013513513513513514, 0.06756756756756757, 0.0, 0.14189189189189189, 0.42567567567567566, 0.060810810810810814, 0.3918918918918919, 0.0, 0.06756756756756757, 0.4594594594594595, 0.02702702702702703, 0.0, 0.0, 0.14189189189189189]",donald
148,"[0.18243243243243243, 0.1891891891891892, 0.42567567567567566, 0.0, 0.006756756756756757, 0.0, 0.0, 0.05405405405405406, 0.3108108108108108, 0.4594594594594595, 0.0, 0.02702702702702703, 0.1554054054054054, 0.0, 0.25, 0.0, 0.41216216216216217, 0.9932432432432432, 0.0, 0.0, 1.0, 0.05405405405405406, 0.006756756756756757, 0.1554054054054054, 0.0, 0.0, 0.05405405405405406, 0.9594594594594594, 0.006756756756756757, 0.0, 0.3918918918918919, 0.14864864864864866, 0.13513513513513514, 0.0, 0.0, 0.1554054054054054, 0.006756756756756757, 0.013513513513513514, 0.006756756756756757, 0.0, 0.05405405405405406, 0.3918918918918919, 0.0, 0.013513513513513514, 0.02027027027027027, 0.14189189189189189, 0.44594594594594594, 0.05405405405405406, 0.08108108108108109, 0.0, 0.02702702702702703, 0.44594594594594594, 0.14189189189189189, 0.12162162162162163, 0.14864864864864866, 0.006756756756756757, 0.13513513513513514, 0.02027027027027027, 0.0, 0.3918918918918919, 0.4527027027027027, 0.06756756756756757, 0.10810810810810811, 0.3918918918918919, 0.07432432432432433, 0.0, 0.013513513513513514, 0.06756756756756757, 0.0, 0.14189189189189189, 0.42567567567567566, 0.060810810810810814, 0.3918918918918919, 0.0, 0.06756756756756757, 0.4594594594594595, 0.02702702702702703, 0.0, 0.0, 0.14189189189189189]",says
185,"[0.4756756756756757, 0.4756756756756757, 0.08648648648648649, 0.0, 0.0918918918918919, 0.043243243243243246, 0.0, 0.032432432432432434, 0.11351351351351352, 0.21081081081081082, 0.03783783783783784, 0.043243243243243246, 0.06486486486486487, 0.0, 0.0918918918918919, 0.0, 0.0, 0.05405405405405406, 0.0, 0.021621621621621623, 0.05405405405405406, 0.10270270270270271, 0.0, 0.07567567567567568, 0.0, 0.0, 0.07567567567567568, 0.7837837837837838, 0.10810810810810811, 0.0, 0.10810810810810811, 0.0, 0.2864864864864865, 0.0, 0.05945945945945946, 0.0, 0.010810810810810811, 0.24324324324324326, 0.016216216216216217, 0.05945945945945946, 0.20540540540540542, 0.021621621621621623, 0.005405405405405406, 0.23783783783783785, 0.005405405405405406, 0.005405405405405406, 0.010810810810810811, 0.2594594594594595, 0.032432432432432434, 0.24324324324324326, 0.24324324324324326, 0.5837837837837838, 0.043243243243243246, 0.0972972972972973, 0.0, 0.24864864864864866, 0.005405405405405406, 0.005405405405405406, 0.0, 0.021621621621621623, 0.6324324324324324, 0.15135135135135136, 0.16216216216216217, 0.07567567567567568, 0.03783783783783784, 0.0, 0.0, 1.0, 0.25405405405405407, 0.02702702702702703, 0.0, 0.0, 0.0, 0.06486486486486487, 0.0, 0.21621621621621623, 0.032432432432432434, 0.24324324324324326, 0.0, 0.04864864864864865]",today
544,"[0.24448529411764705, 0.25, 0.051470588235294115, 0.21323529411764705, 0.011029411764705883, 0.07352941176470588, 0.15441176470588236, 0.08088235294117647, 0.011029411764705883, 0.08272058823529412, 0.07720588235294118, 0.04044117647058824, 0.19301470588235295, 0.15625, 0.014705882352941176, 0.2113970588235294, 0.003676470588235294, 0.0, 0.21875, 0.2757352941176471, 0.0, 0.0, 0.24448529411764705, 0.0, 0.23713235294117646, 0.18933823529411764, 0.2261029411764706, 0.8841911764705882, 0.0055147058823529415, 0.02389705882352941, 0.0, 0.0661764705882353, 0.31985294117647056, 0.23161764705882354, 0.0, 0.0, 0.06985294117647059, 0.0974264705882353, 0.0055147058823529415, 0.04779411764705882, 0.016544117647058824, 0.04779411764705882, 0.11213235294117647, 0.012867647058823529, 0.01838235294117647, 0.04595588235294118, 0.26838235294117646, 0.32536764705882354, 0.027573529411764705, 0.27205882352941174, 0.33088235294117646, 0.8180147058823529, 0.04044117647058824, 0.03860294117647059, 0.0661764705882353, 0.37316176470588236, 0.18933823529411764, 0.01838235294117647, 0.19117647058823528, 0.058823529411764705, 0.8363970588235294, 0.02389705882352941, 0.016544117647058824, 0.0, 0.011029411764705883, 0.25919117647058826, 0.16176470588235295, 0.08639705882352941, 1.0, 0.012867647058823529, 0.003676470588235294, 0.029411764705882353, 0.0, 0.001838235294117647, 0.029411764705882353, 0.08272058823529412, 0.0, 0.27205882352941174, 0.20404411764705882, 0.009191176470588236]",trump
123,"[0.43089430894308944, 0.43089430894308944, 0.16260162601626016, 0.0, 0.10569105691056911, 0.032520325203252036, 0.08943089430894309, 0.3089430894308943, 0.21138211382113822, 0.0975609756097561, 0.0, 0.04878048780487805, 0.42276422764227645, 0.0, 0.2032520325203252, 0.008130081300813009, 0.008130081300813009, 0.17073170731707318, 0.0, 0.032520325203252036, 0.17073170731707318, 0.016260162601626018, 0.024390243902439025, 0.17886178861788618, 0.024390243902439025, 0.0, 0.0975609756097561, 0.9512195121951219, 0.4796747967479675, 0.23577235772357724, 0.008130081300813009, 0.0, 0.24390243902439024, 0.0, 0.032520325203252036, 0.18699186991869918, 0.08130081300813008, 0.008130081300813009, 0.18699186991869918, 0.0, 0.13821138211382114, 0.0, 0.0, 0.13821138211382114, 0.016260162601626018, 0.2682926829268293, 0.0, 0.024390243902439025, 0.008130081300813009, 0.17073170731707318, 0.0, 0.7479674796747967, 0.43089430894308944, 0.21138211382113822, 0.0, 0.032520325203252036, 0.16260162601626016, 0.23577235772357724, 0.0, 0.016260162601626018, 0.8780487804878049, 0.12195121951219512, 0.36585365853658536, 0.032520325203252036, 0.032520325203252036, 0.0, 0.14634146341463414, 0.04065040650406504, 0.056910569105691054, 1.0, 0.10569105691056911, 0.0, 0.008130081300813009, 0.008130081300813009, 0.23577235772357724, 0.0975609756097561, 0.008130081300813009, 0.008130081300813009, 0.016260162601626018, 0.2032520325203252]",place
146,"[0.17123287671232876, 0.17123287671232876, 0.6643835616438356, 0.03424657534246575, 0.10273972602739725, 0.00684931506849315, 0.07534246575342465, 0.0410958904109589, 0.0136986301369863, 0.5205479452054794, 0.00684931506849315, 0.0547945205479452, 0.0136986301369863, 0.0, 0.0273972602739726, 0.00684931506849315, 0.4041095890410959, 0.4315068493150685, 0.0, 0.0, 0.4315068493150685, 0.0, 0.00684931506849315, 0.0, 0.0, 0.0, 0.07534246575342465, 0.8698630136986302, 0.0273972602739726, 0.0136986301369863, 0.4041095890410959, 0.00684931506849315, 0.1232876712328767, 0.0, 0.0, 0.00684931506849315, 0.0136986301369863, 0.03424657534246575, 0.03424657534246575, 0.00684931506849315, 0.08904109589041095, 0.4041095890410959, 0.00684931506849315, 0.07534246575342465, 0.06164383561643835, 0.15753424657534246, 0.4452054794520548, 0.2534246575342466, 0.00684931506849315, 0.00684931506849315, 0.0958904109589041, 0.4726027397260274, 0.03424657534246575, 0.0136986301369863, 0.00684931506849315, 0.02054794520547945, 0.0, 0.00684931506849315, 0.00684931506849315, 0.3972602739726027, 0.4726027397260274, 0.02054794520547945, 0.00684931506849315, 0.3972602739726027, 0.0273972602739726, 0.0, 0.0410958904109589, 0.0, 0.0136986301369863, 0.08904109589041095, 1.0, 0.02054794520547945, 0.3972602739726027, 0.0, 0.1506849315068493, 0.5, 0.07534246575342465, 0.00684931506849315, 0.0, 0.0136986301369863]",multiple
78,"[0.07692307692307693, 0.08974358974358974, 0.15384615384615385, 0.01282051282051282, 0.01282051282051282, 0.02564102564102564, 0.01282051282051282, 0.10256410256410256, 0.1282051282051282, 0.19230769230769232, 0.01282051282051282, 1.0, 0.11538461538461539, 0.0, 0.14102564102564102, 0.038461538461538464, 0.01282051282051282, 0.05128205128205128, 0.0, 0.0641025641025641, 0.05128205128205128, 0.05128205128205128, 0.05128205128205128, 0.08974358974358974, 0.038461538461538464, 0.038461538461538464, 0.2564102564102564, 0.7435897435897436, 0.01282051282051282, 0.01282051282051282, 0.0, 0.0, 0.01282051282051282, 0.0, 0.16666666666666666, 0.02564102564102564, 0.0641025641025641, 0.0, 0.05128205128205128, 0.038461538461538464, 0.20512820512820512, 0.0, 0.02564102564102564, 0.15384615384615385, 0.0641025641025641, 0.07692307692307693, 0.038461538461538464, 0.01282051282051282, 0.2564102564102564, 0.05128205128205128, 0.0, 0.3717948717948718, 0.08974358974358974, 0.15384615384615385, 0.0, 0.038461538461538464, 0.0641025641025641, 0.05128205128205128, 0.05128205128205128, 0.0641025641025641, 0.6794871794871795, 0.21794871794871795, 0.07692307692307693, 0.0641025641025641, 0.01282051282051282, 0.0, 0.08974358974358974, 0.10256410256410256, 0.28205128205128205, 0.07692307692307693, 0.10256410256410256, 0.02564102564102564, 0.0, 0.01282051282051282, 0.0, 0.19230769230769232, 0.038461538461538464, 0.038461538461538464, 0.01282051282051282, 0.05128205128205128]",crime
84,"[0.20238095238095238, 0.20238095238095238, 0.011904761904761904, 0.08333333333333333, 0.13095238095238096, 0.0, 0.011904761904761904, 0.2976190476190476, 0.023809523809523808, 0.25, 0.05952380952380952, 0.03571428571428571, 0.0, 0.011904761904761904, 0.0, 0.0, 0.05952380952380952, 0.0, 0.0, 0.07142857142857142, 0.0, 0.03571428571428571, 0.023809523809523808, 0.0, 0.0, 0.0, 0.35714285714285715, 0.7619047619047619, 0.05952380952380952, 0.0, 0.0, 0.0, 0.011904761904761904, 0.0, 0.023809523809523808, 0.30952380952380953, 0.08333333333333333, 0.03571428571428571, 0.011904761904761904, 1.0, 0.16666666666666666, 0.0, 0.07142857142857142, 0.14285714285714285, 0.011904761904761904, 0.047619047619047616, 0.0, 0.05952380952380952, 0.0, 0.0, 0.2976190476190476, 0.5119047619047619, 0.15476190476190477, 0.011904761904761904, 0.0, 0.011904761904761904, 0.0, 0.0, 0.0, 0.0, 0.4642857142857143, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13095238095238096, 0.30952380952380953, 0.0, 0.011904761904761904, 0.0, 0.0, 0.011904761904761904, 0.011904761904761904, 0.25, 0.07142857142857142, 0.0, 0.0, 0.07142857142857142]",events
120,"[0.35833333333333334, 0.35833333333333334, 0.025, 0.0, 0.10833333333333334, 0.016666666666666666, 0.0, 0.075, 0.03333333333333333, 0.425, 0.008333333333333333, 0.008333333333333333, 0.09166666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.475, 0.008333333333333333, 0.13333333333333333, 0.0, 0.0, 0.008333333333333333, 0.825, 0.075, 0.0, 0.10833333333333334, 0.0, 0.0, 0.0, 0.13333333333333333, 0.008333333333333333, 0.008333333333333333, 0.0, 0.0, 0.008333333333333333, 0.65, 0.0, 0.0, 0.6583333333333333, 0.008333333333333333, 0.0, 0.03333333333333333, 0.0, 0.0, 0.0, 0.0, 0.45, 0.008333333333333333, 0.03333333333333333, 0.0, 0.008333333333333333, 0.016666666666666666, 0.016666666666666666, 0.0, 0.0, 0.21666666666666667, 0.1, 0.016666666666666666, 0.0, 0.10833333333333334, 0.0, 0.0, 0.1, 0.008333333333333333, 0.008333333333333333, 0.0, 0.09166666666666666, 0.008333333333333333, 1.0, 0.0, 0.425, 0.0, 0.0, 0.0, 0.08333333333333333]",tragedy
157,"[0.5286624203821656, 0.5286624203821656, 0.1464968152866242, 0.0, 0.006369426751592357, 0.0, 0.012738853503184714, 0.31210191082802546, 0.01910828025477707, 0.18471337579617833, 0.0, 0.0, 0.22929936305732485, 0.0, 0.006369426751592357, 0.0, 0.025477707006369428, 0.06369426751592357, 0.0, 0.0, 0.06369426751592357, 0.0, 0.0, 0.03184713375796178, 0.0, 0.0, 0.08917197452229299, 0.9044585987261147, 0.20382165605095542, 0.42038216560509556, 0.012738853503184714, 0.1592356687898089, 0.47770700636942676, 0.0, 0.0, 0.006369426751592357, 0.006369426751592357, 0.2356687898089172, 0.03821656050955414, 0.006369426751592357, 0.006369426751592357, 0.044585987261146494, 0.012738853503184714, 0.006369426751592357, 0.36942675159235666, 0.3248407643312102, 0.01910828025477707, 0.35668789808917195, 0.0, 0.0, 0.2802547770700637, 0.9554140127388535, 0.43312101910828027, 0.012738853503184714, 0.1592356687898089, 0.0, 0.0, 0.45222929936305734, 0.0, 0.08280254777070063, 0.8853503184713376, 0.03184713375796178, 0.4267515923566879, 0.0, 0.07006369426751592, 0.0, 0.08280254777070063, 0.0, 0.10191082802547771, 0.18471337579617833, 0.14012738853503184, 0.08280254777070063, 0.0, 0.0, 1.0, 0.1592356687898089, 0.10191082802547771, 0.0, 0.0, 0.0]",breaking
351,"[0.2792022792022792, 0.2849002849002849, 0.2706552706552707, 0.005698005698005698, 0.037037037037037035, 0.02564102564102564, 0.0, 0.09686609686609686, 0.09971509971509972, 0.9886039886039886, 0.0, 0.042735042735042736, 0.017094017094017096, 0.0, 0.07692307692307693, 0.002849002849002849, 0.1737891737891738, 0.19373219373219372, 0.014245014245014245, 0.0, 0.19373219373219372, 0.045584045584045586, 0.005698005698005698, 0.039886039886039885, 0.0, 0.0, 0.08831908831908832, 0.7207977207977208, 0.03133903133903134, 0.0, 0.27635327635327633, 0.06267806267806268, 0.02564102564102564, 0.0, 0.09971509971509972, 0.008547008547008548, 0.05128205128205128, 0.02849002849002849, 0.017094017094017096, 0.05982905982905983, 0.08831908831908832, 0.19943019943019943, 0.002849002849002849, 0.06837606837606838, 0.06552706552706553, 0.03418803418803419, 0.22792022792022792, 0.07407407407407407, 0.039886039886039885, 0.0, 0.008547008547008548, 0.396011396011396, 0.06267806267806268, 0.019943019943019943, 0.05982905982905983, 0.0, 0.017094017094017096, 0.042735042735042736, 0.0, 0.1908831908831909, 0.3162393162393162, 0.07692307692307693, 0.03133903133903134, 0.19373219373219372, 0.10256410256410256, 0.0, 0.002849002849002849, 0.11396011396011396, 0.1282051282051282, 0.03418803418803419, 0.20797720797720798, 0.03418803418803419, 0.17094017094017094, 0.1452991452991453, 0.07122507122507123, 1.0, 0.05982905982905983, 0.002849002849002849, 0.002849002849002849, 0.022792022792022793]",hill
80,"[0.2375, 0.25, 0.075, 0.0, 0.325, 0.0625, 0.0, 0.0875, 0.1625, 0.4375, 0.1875, 0.1625, 0.0875, 0.0, 0.175, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.1625, 0.0125, 0.075, 0.0, 0.0, 0.025, 0.675, 0.0, 0.0, 0.0, 0.0, 0.075, 0.0, 1.0, 0.075, 0.0, 0.0, 0.0, 0.025, 0.35, 0.0, 0.0125, 0.3375, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.275, 0.0, 0.0375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.2625, 0.225, 0.1, 0.05, 0.0, 0.0, 0.0, 0.1375, 0.0, 0.05, 0.0, 0.075, 0.0125, 0.2, 0.0, 0.4375, 0.0, 0.0, 0.0125, 0.1]",least
154,"[0.3051948051948052, 0.3051948051948052, 0.012987012987012988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006493506493506494, 0.0, 0.01948051948051948, 0.006493506493506494, 0.0, 0.0, 0.7077922077922078, 0.0, 0.0, 0.6688311688311688, 0.0, 0.0, 0.0, 0.6688311688311688, 0.006493506493506494, 0.6688311688311688, 0.6883116883116883, 0.0, 0.987012987012987, 0.0, 0.0, 0.0, 0.006493506493506494, 0.974025974025974, 0.6688311688311688, 0.0, 0.0, 0.0, 0.2922077922077922, 0.012987012987012988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006493506493506494, 0.006493506493506494, 0.6688311688311688, 0.9675324675324676, 0.0, 0.9805194805194806, 0.961038961038961, 0.9805194805194806, 0.0, 0.0, 0.006493506493506494, 0.9675324675324676, 0.6883116883116883, 0.0, 0.6883116883116883, 0.0, 0.987012987012987, 0.006493506493506494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2922077922077922, 0.961038961038961, 0.006493506493506494, 0.006493506493506494, 0.0, 0.0, 0.0, 0.0, 0.006493506493506494, 0.0, 1.0, 0.0, 0.006493506493506494]",rifle
136,"[0.33088235294117646, 0.3382352941176471, 0.04411764705882353, 0.0, 0.022058823529411766, 0.08823529411764706, 0.0, 0.03676470588235294, 1.0, 0.2647058823529412, 0.0, 0.07352941176470588, 0.25735294117647056, 0.007352941176470588, 0.7132352941176471, 0.0, 0.022058823529411766, 0.3382352941176471, 0.0, 0.014705882352941176, 0.3382352941176471, 0.08088235294117647, 0.0, 0.2426470588235294, 0.0, 0.0, 0.0661764705882353, 0.7352941176470589, 0.04411764705882353, 0.0, 0.0, 0.007352941176470588, 0.1323529411764706, 0.0, 0.09558823529411764, 0.17647058823529413, 0.007352941176470588, 0.0, 0.15441176470588236, 0.014705882352941176, 0.16176470588235295, 0.0, 0.014705882352941176, 0.125, 0.007352941176470588, 0.029411764705882353, 0.0, 0.03676470588235294, 0.08823529411764706, 0.0, 0.007352941176470588, 0.5073529411764706, 0.19852941176470587, 0.22058823529411764, 0.007352941176470588, 0.0, 0.19117647058823528, 0.007352941176470588, 0.0, 0.022058823529411766, 0.5441176470588235, 0.16176470588235295, 0.22058823529411764, 0.022058823529411766, 0.08823529411764706, 0.0, 0.04411764705882353, 0.15441176470588236, 0.04411764705882353, 0.19117647058823528, 0.014705882352941176, 0.09558823529411764, 0.014705882352941176, 0.029411764705882353, 0.022058823529411766, 0.25735294117647056, 0.03676470588235294, 0.0, 0.0, 0.27205882352941174]",kind
87,"[0.0, 0.011494252873563218, 0.0, 0.0, 0.1724137931034483, 0.42528735632183906, 0.4367816091954023, 0.12643678160919541, 0.0, 0.0, 1.0, 0.011494252873563218, 0.4482758620689655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42528735632183906, 0.0, 0.0, 0.011494252873563218, 0.0, 0.0, 0.0, 0.5977011494252874, 0.5402298850574713, 0.05747126436781609, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1724137931034483, 0.0, 0.011494252873563218, 0.0, 0.011494252873563218, 0.05747126436781609, 0.4827586206896552, 0.0, 0.4367816091954023, 0.4827586206896552, 0.022988505747126436, 0.034482758620689655, 0.0, 0.011494252873563218, 0.0, 0.0, 0.0, 0.4482758620689655, 0.011494252873563218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04597701149425287, 0.5632183908045977, 0.0, 0.04597701149425287, 0.0, 0.0, 0.42528735632183906, 0.0, 0.08045977011494253, 0.4827586206896552, 0.0, 0.011494252873563218, 0.0, 0.0, 0.011494252873563218, 0.0, 0.0, 0.0, 0.0, 0.42528735632183906, 0.011494252873563218]",horrific
